age,job_type,education,education_num,job,marital_status,religion,gender,hours_per_week,income
29,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,10,less than 30 k INR
58,Government,High School Pass,9,Police,Unmarried,Hindu,Female,16,less than 30 k INR
21,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,16,less than 30 k INR
36,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,18,less than 30 k INR
19,Government,High School Pass,9,Police,Unmarried,Hindu,Female,20,less than 30 k INR
20,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,20,less than 30 k INR
45,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,20,less than 30 k INR
18,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,20,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,24,less than 30 k INR
42,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,24,less than 30 k INR
34,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,24,less than 30 k INR
64,Private,High School Pass,9,Police,Unmarried,Hindu,Female,25,less than 30 k INR
18,Private,High School Pass,9,Police,Unmarried,Hindu,Female,25,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,25,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,25,less than 30 k INR
23,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,25,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,25,less than 30 k INR
21,Private,High School Pass,9,Manager,Unmarried,Hindu,Female,25,less than 30 k INR
22,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,25,less than 30 k INR
29,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,25,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,26,less than 30 k INR
46,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,28,less than 30 k INR
21,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,28,less than 30 k INR
34,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,28,less than 30 k INR
28,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,28,less than 30 k INR
54,Government,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
20,Government,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
20,Private,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
24,Private,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,30,less than 30 k INR
21,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,30,less than 30 k INR
18,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,30,less than 30 k INR
18,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,30,less than 30 k INR
36,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,30,less than 30 k INR
21,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
20,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
23,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
21,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
31,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
31,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
24,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,30,less than 30 k INR
34,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,30,less than 30 k INR
22,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
30,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
68,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
19,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
48,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,32,less than 30 k INR
62,Private,High School Pass,9,Police,Unmarried,Hindu,Female,32,less than 30 k INR
23,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,32,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,32,less than 30 k INR
21,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,33,less than 30 k INR
38,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,33,less than 30 k INR
32,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,34,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,35,less than 30 k INR
67,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,35,less than 30 k INR
32,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,35,less than 30 k INR
34,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
40,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
27,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
25,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
33,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
40,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
26,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
24,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
23,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
30,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
33,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,35,less than 30 k INR
34,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
30,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
29,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
37,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,35,more than 30 k INR
34,Private,High School Pass,9,Police,Unmarried,Hindu,Female,36,less than 30 k INR
24,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,36,less than 30 k INR
73,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,36,less than 30 k INR
52,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,36,less than 30 k INR
46,Private,High School Pass,9,Police,Unmarried,Hindu,Female,37,less than 30 k INR
24,Private,High School Pass,9,Police,Unmarried,Hindu,Female,37,less than 30 k INR
19,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,37,less than 30 k INR
22,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,37,less than 30 k INR
25,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
62,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
40,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
38,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
67,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
56,Private,High School Pass,9,Police,Unmarried,Hindu,Female,38,less than 30 k INR
29,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,38,less than 30 k INR
36,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,38,less than 30 k INR
25,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,38,less than 30 k INR
29,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,38,less than 30 k INR
36,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,38,less than 30 k INR
26,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,38,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,38,less than 30 k INR
22,Private,High School Pass,9,Police,Unmarried,Hindu,Female,39,less than 30 k INR
23,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,High School Pass,9,Manager,Unmarried,Hindu,Female,40,less than 30 k INR
39,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
24,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
41,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
24,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
31,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
26,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
45,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
40,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
20,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
26,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
32,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
33,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
26,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
51,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
26,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
48,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
56,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
61,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
39,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
48,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
20,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
20,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
51,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
43,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
58,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
33,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
25,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
26,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
33,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
18,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
43,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
32,Government,High School Pass,9,Police,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
25,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
33,Government,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
47,Government,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
26,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
44,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
33,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,40,less than 30 k INR
25,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,40,less than 30 k INR
32,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,40,less than 30 k INR
45,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,40,less than 30 k INR
40,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
44,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
39,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
51,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
38,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
32,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
32,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,40,less than 30 k INR
20,Government,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
23,Government,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
90,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
25,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
40,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
47,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
37,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
20,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
42,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
49,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
20,Government,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
41,Government,High School Pass,9,Other-service,Unmarried,Hindu,Female,40,less than 30 k INR
23,Government,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
38,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
68,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
20,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
24,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
29,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
44,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
53,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
46,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
18,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
19,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
21,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
24,Government,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
23,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
30,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
22,Private,High School Pass,9,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
28,Private,High School Pass,9,Taxi-driver,Unmarried,Hindu,Female,40,less than 30 k INR
38,Private,High School Pass,9,Taxi-driver,Unmarried,Hindu,Female,40,less than 30 k INR
41,Government,High School Pass,9,Taxi-driver,Unmarried,Hindu,Female,40,more than 30 k INR
33,Private,High School Pass,9,Police,Unmarried,Hindu,Female,41,less than 30 k INR
27,Private,High School Pass,9,Police,Unmarried,Hindu,Female,42,less than 30 k INR
19,Private,High School Pass,9,Police,Unmarried,Hindu,Female,42,less than 30 k INR
32,Private,High School Pass,9,Police,Unmarried,Hindu,Female,42,less than 30 k INR
27,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,42,less than 30 k INR
44,Private,High School Pass,9,Police,Unmarried,Hindu,Female,43,less than 30 k INR
49,Private,High School Pass,9,Police,Unmarried,Hindu,Female,44,less than 30 k INR
29,Private,High School Pass,9,Police,Unmarried,Hindu,Female,44,less than 30 k INR
61,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,44,less than 30 k INR
24,Private,High School Pass,9,Manager,Unmarried,Hindu,Female,45,less than 30 k INR
30,Private,High School Pass,9,Police,Unmarried,Hindu,Female,45,less than 30 k INR
40,Private,High School Pass,9,Police,Unmarried,Hindu,Female,45,less than 30 k INR
26,Private,High School Pass,9,Police,Unmarried,Hindu,Female,45,less than 30 k INR
55,Private,High School Pass,9,Police,Unmarried,Hindu,Female,45,less than 30 k INR
57,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
40,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
29,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
28,Private,High School Pass,9,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
32,Private,High School Pass,9,Domestic Servants,Unmarried,Hindu,Female,45,less than 30 k INR
34,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,45,less than 30 k INR
18,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,45,less than 30 k INR
22,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,45,less than 30 k INR
19,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,45,less than 30 k INR
20,Private,High School Pass,9,Manager,Unmarried,Hindu,Female,45,less than 30 k INR
34,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,45,less than 30 k INR
56,Private,High School Pass,9,Teacher,Unmarried,Hindu,Female,45,less than 30 k INR
31,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,45,less than 30 k INR
32,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,45,less than 30 k INR
28,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,45,less than 30 k INR
29,Private,High School Pass,9,Taxi-driver,Unmarried,Hindu,Female,45,less than 30 k INR
28,Private,High School Pass,9,Other-service,Unmarried,Hindu,Female,46,less than 30 k INR
22,Private,High School Pass,9,Taxi-driver,Unmarried,Hindu,Female,46,less than 30 k INR
36,Private,High School Pass,9,Police,Unmarried,Hindu,Female,47,less than 30 k INR
25,Private,High School Pass,9,Police,Unmarried,Hindu,Female,48,less than 30 k INR
25,Private,High School Pass,9,Police,Unmarried,Hindu,Female,48,less than 30 k INR
46,Private,High School Pass,9,Mechanic,Unmarried,Hindu,Female,48,less than 30 k INR
22,Private,High School Pass,9,Driver,Unmarried,Hindu,Female,48,less than 30 k INR
28,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,48,less than 30 k INR
24,Private,High School Pass,9,Sales,Unmarried,Hindu,Female,48,less than 30 k INR
